Adversary,Technique,Technique ID,SubTechnique,Data Source,API_ID
Turla,Malicious Link,T1204.001,User Execution,Image: Image Creation,attack-pattern--8c32eb4d-805f-4fc5-bf60-c4d476c131b5
Turla,Malware,T1588.001,Obtain Capabilities,Malware Repository: Malware Metadata,attack-pattern--ce0687a0-e692-4b77-964a-0784a8e54ff1
Turla,Malware,T1588.001,Obtain Capabilities,Malware Repository: Malware Content,attack-pattern--ce0687a0-e692-4b77-964a-0784a8e54ff1
Turla,Malware,T1588.001,Obtain Capabilities,Certificate: Certificate Registration,attack-pattern--ce0687a0-e692-4b77-964a-0784a8e54ff1
Turla,Malware,T1588.001,Obtain Capabilities,Internet Scan: Response Content,attack-pattern--ce0687a0-e692-4b77-964a-0784a8e54ff1
Turla,Disable or Modify Tools,T1562.001,Impair Defenses,Driver: Driver Load,attack-pattern--3d333250-30e4-4a82-9edc-756c68afc529
Turla,Disable or Modify Tools,T1562.001,Impair Defenses,Script: Script Execution,attack-pattern--3d333250-30e4-4a82-9edc-756c68afc529
Turla,Disable or Modify Tools,T1562.001,Impair Defenses,User Account: User Account Modification,attack-pattern--3d333250-30e4-4a82-9edc-756c68afc529
Turla,Disable or Modify Tools,T1562.001,Impair Defenses,Firewall: Firewall Disable,attack-pattern--3d333250-30e4-4a82-9edc-756c68afc529
Turla,Disable or Modify Tools,T1562.001,Impair Defenses,Cloud Service: Cloud Service Modification,attack-pattern--3d333250-30e4-4a82-9edc-756c68afc529
Turla,Disable or Modify Tools,T1562.001,Impair Defenses,Cloud Service: Cloud Service Disable,attack-pattern--3d333250-30e4-4a82-9edc-756c68afc529
Turla,Disable or Modify Tools,T1562.001,Impair Defenses,Command: Command Execution,attack-pattern--3d333250-30e4-4a82-9edc-756c68afc529
Turla,Disable or Modify Tools,T1562.001,Impair Defenses,Firewall: Firewall Rule Modification,attack-pattern--3d333250-30e4-4a82-9edc-756c68afc529
Turla,Disable or Modify Tools,T1562.001,Impair Defenses,Service: Service Metadata,attack-pattern--3d333250-30e4-4a82-9edc-756c68afc529
Turla,Disable or Modify Tools,T1562.001,Impair Defenses,Process: Process Creation,attack-pattern--3d333250-30e4-4a82-9edc-756c68afc529
Turla,Disable or Modify Tools,T1562.001,Impair Defenses,Windows Registry: Windows Registry Key Deletion,attack-pattern--3d333250-30e4-4a82-9edc-756c68afc529
Turla,Disable or Modify Tools,T1562.001,Impair Defenses,Process: Process Termination,attack-pattern--3d333250-30e4-4a82-9edc-756c68afc529
Turla,Disable or Modify Tools,T1562.001,Impair Defenses,Windows Registry: Windows Registry Key Modification,attack-pattern--3d333250-30e4-4a82-9edc-756c68afc529
Turla,Disable or Modify Tools,T1562.001,Impair Defenses,Sensor Health: Host Status,attack-pattern--3d333250-30e4-4a82-9edc-756c68afc529
Turla,Windows Command Shell,T1059.003,Command and Scripting Interpreter,Module: Module Load,attack-pattern--7385dfaf-6886-4229-9ecd-6fd678040830
Turla,Windows Command Shell,T1059.003,Command and Scripting Interpreter,Process: Process Metadata,attack-pattern--7385dfaf-6886-4229-9ecd-6fd678040830
Turla,Windows Command Shell,T1059.003,Command and Scripting Interpreter,Command: Command Execution,attack-pattern--7385dfaf-6886-4229-9ecd-6fd678040830
Turla,Windows Command Shell,T1059.003,Command and Scripting Interpreter,Process: Process Creation,attack-pattern--7385dfaf-6886-4229-9ecd-6fd678040830
Turla,Windows Command Shell,T1059.003,Command and Scripting Interpreter,Script: Script Execution,attack-pattern--7385dfaf-6886-4229-9ecd-6fd678040830
BlackTech,Digital Certificates,T1588.004,Obtain Capabilities,Malware Repository: Malware Metadata,attack-pattern--ce0687a0-e692-4b77-964a-0784a8e54ff1
BlackTech,Digital Certificates,T1588.004,Obtain Capabilities,Malware Repository: Malware Content,attack-pattern--ce0687a0-e692-4b77-964a-0784a8e54ff1
BlackTech,Digital Certificates,T1588.004,Obtain Capabilities,Certificate: Certificate Registration,attack-pattern--ce0687a0-e692-4b77-964a-0784a8e54ff1
BlackTech,Digital Certificates,T1588.004,Obtain Capabilities,Internet Scan: Response Content,attack-pattern--ce0687a0-e692-4b77-964a-0784a8e54ff1
BlackTech,DLL Side-Loading,T1574.002,Hijack Execution Flow,Service: Service Metadata,attack-pattern--aedfca76-3b30-4866-b2aa-0f1d7fd1e4b6
BlackTech,DLL Side-Loading,T1574.002,Hijack Execution Flow,Command: Command Execution,attack-pattern--aedfca76-3b30-4866-b2aa-0f1d7fd1e4b6
BlackTech,DLL Side-Loading,T1574.002,Hijack Execution Flow,File: File Modification,attack-pattern--aedfca76-3b30-4866-b2aa-0f1d7fd1e4b6
BlackTech,DLL Side-Loading,T1574.002,Hijack Execution Flow,Process: Process Creation,attack-pattern--aedfca76-3b30-4866-b2aa-0f1d7fd1e4b6
BlackTech,DLL Side-Loading,T1574.002,Hijack Execution Flow,Module: Module Load,attack-pattern--aedfca76-3b30-4866-b2aa-0f1d7fd1e4b6
BlackTech,DLL Side-Loading,T1574.002,Hijack Execution Flow,File: File Creation,attack-pattern--aedfca76-3b30-4866-b2aa-0f1d7fd1e4b6
BlackTech,DLL Side-Loading,T1574.002,Hijack Execution Flow,Windows Registry: Windows Registry Key Modification,attack-pattern--aedfca76-3b30-4866-b2aa-0f1d7fd1e4b6
BlackTech,Tool,T1588.002,Obtain Capabilities,Malware Repository: Malware Metadata,attack-pattern--ce0687a0-e692-4b77-964a-0784a8e54ff1
BlackTech,Tool,T1588.002,Obtain Capabilities,Malware Repository: Malware Content,attack-pattern--ce0687a0-e692-4b77-964a-0784a8e54ff1
BlackTech,Tool,T1588.002,Obtain Capabilities,Certificate: Certificate Registration,attack-pattern--ce0687a0-e692-4b77-964a-0784a8e54ff1
BlackTech,Tool,T1588.002,Obtain Capabilities,Internet Scan: Response Content,attack-pattern--ce0687a0-e692-4b77-964a-0784a8e54ff1
BlackTech,Malicious File,T1204.002,User Execution,Network Traffic: Network Connection Creation,attack-pattern--8c32eb4d-805f-4fc5-bf60-c4d476c131b5
BlackTech,Malicious File,T1204.002,User Execution,Container: Container Start,attack-pattern--8c32eb4d-805f-4fc5-bf60-c4d476c131b5
BlackTech,Malicious File,T1204.002,User Execution,File: File Creation,attack-pattern--8c32eb4d-805f-4fc5-bf60-c4d476c131b5
BlackTech,Malicious File,T1204.002,User Execution,Command: Command Execution,attack-pattern--8c32eb4d-805f-4fc5-bf60-c4d476c131b5
BlackTech,Malicious File,T1204.002,User Execution,Network Traffic: Network Traffic Content,attack-pattern--8c32eb4d-805f-4fc5-bf60-c4d476c131b5
BlackTech,Malicious File,T1204.002,User Execution,Process: Process Creation,attack-pattern--8c32eb4d-805f-4fc5-bf60-c4d476c131b5
BlackTech,Malicious File,T1204.002,User Execution,Instance: Instance Start,attack-pattern--8c32eb4d-805f-4fc5-bf60-c4d476c131b5
BlackTech,Malicious File,T1204.002,User Execution,Instance: Instance Creation,attack-pattern--8c32eb4d-805f-4fc5-bf60-c4d476c131b5
BlackTech,Malicious File,T1204.002,User Execution,Application Log: Application Log Content,attack-pattern--8c32eb4d-805f-4fc5-bf60-c4d476c131b5
BlackTech,Malicious File,T1204.002,User Execution,Container: Container Creation,attack-pattern--8c32eb4d-805f-4fc5-bf60-c4d476c131b5
BlackTech,Malicious File,T1204.002,User Execution,Image: Image Creation,attack-pattern--8c32eb4d-805f-4fc5-bf60-c4d476c131b5
BlackTech,Code Signing Certificates,T1588.003,Obtain Capabilities,Malware Repository: Malware Metadata,attack-pattern--ce0687a0-e692-4b77-964a-0784a8e54ff1
BlackTech,Code Signing Certificates,T1588.003,Obtain Capabilities,Malware Repository: Malware Content,attack-pattern--ce0687a0-e692-4b77-964a-0784a8e54ff1
BlackTech,Code Signing Certificates,T1588.003,Obtain Capabilities,Certificate: Certificate Registration,attack-pattern--ce0687a0-e692-4b77-964a-0784a8e54ff1
BlackTech,Code Signing Certificates,T1588.003,Obtain Capabilities,Internet Scan: Response Content,attack-pattern--ce0687a0-e692-4b77-964a-0784a8e54ff1
BlackTech,Spearphishing Link,T1566.002,Phishing,Application Log: Application Log Content,attack-pattern--a62a8db3-f23a-4d8f-afd6-9dbc77e7813b
BlackTech,Spearphishing Link,T1566.002,Phishing,File: File Creation,attack-pattern--a62a8db3-f23a-4d8f-afd6-9dbc77e7813b
BlackTech,Spearphishing Link,T1566.002,Phishing,Network Traffic: Network Traffic Content,attack-pattern--a62a8db3-f23a-4d8f-afd6-9dbc77e7813b
BlackTech,Spearphishing Link,T1566.002,Phishing,Network Traffic: Network Traffic Flow,attack-pattern--a62a8db3-f23a-4d8f-afd6-9dbc77e7813b
BlackTech,Spearphishing Attachment,T1566.001,Phishing,Application Log: Application Log Content,attack-pattern--a62a8db3-f23a-4d8f-afd6-9dbc77e7813b
BlackTech,Spearphishing Attachment,T1566.001,Phishing,File: File Creation,attack-pattern--a62a8db3-f23a-4d8f-afd6-9dbc77e7813b
BlackTech,Spearphishing Attachment,T1566.001,Phishing,Network Traffic: Network Traffic Content,attack-pattern--a62a8db3-f23a-4d8f-afd6-9dbc77e7813b
BlackTech,Spearphishing Attachment,T1566.001,Phishing,Network Traffic: Network Traffic Flow,attack-pattern--a62a8db3-f23a-4d8f-afd6-9dbc77e7813b
BlackTech,SSH,T1021.004,Remote Services,Process: Process Creation,attack-pattern--54a649ff-439a-41a4-9856-8d144a2551ba
BlackTech,SSH,T1021.004,Remote Services,Logon Session: Logon Session Creation,attack-pattern--54a649ff-439a-41a4-9856-8d144a2551ba
BlackTech,SSH,T1021.004,Remote Services,Network Traffic: Network Connection Creation,attack-pattern--54a649ff-439a-41a4-9856-8d144a2551ba
BlackTech,SSH,T1021.004,Remote Services,Module: Module Load,attack-pattern--54a649ff-439a-41a4-9856-8d144a2551ba
BlackTech,SSH,T1021.004,Remote Services,Network Traffic: Network Traffic Flow,attack-pattern--54a649ff-439a-41a4-9856-8d144a2551ba
BlackTech,SSH,T1021.004,Remote Services,Command: Command Execution,attack-pattern--54a649ff-439a-41a4-9856-8d144a2551ba
BlackTech,SSH,T1021.004,Remote Services,Network Share: Network Share Access,attack-pattern--54a649ff-439a-41a4-9856-8d144a2551ba
BlackTech,Malicious Link,T1204.001,User Execution,Network Traffic: Network Connection Creation,attack-pattern--8c32eb4d-805f-4fc5-bf60-c4d476c131b5
BlackTech,Malicious Link,T1204.001,User Execution,Container: Container Start,attack-pattern--8c32eb4d-805f-4fc5-bf60-c4d476c131b5
BlackTech,Malicious Link,T1204.001,User Execution,File: File Creation,attack-pattern--8c32eb4d-805f-4fc5-bf60-c4d476c131b5
BlackTech,Malicious Link,T1204.001,User Execution,Command: Command Execution,attack-pattern--8c32eb4d-805f-4fc5-bf60-c4d476c131b5
BlackTech,Malicious Link,T1204.001,User Execution,Network Traffic: Network Traffic Content,attack-pattern--8c32eb4d-805f-4fc5-bf60-c4d476c131b5
BlackTech,Malicious Link,T1204.001,User Execution,Process: Process Creation,attack-pattern--8c32eb4d-805f-4fc5-bf60-c4d476c131b5
BlackTech,Malicious Link,T1204.001,User Execution,Instance: Instance Start,attack-pattern--8c32eb4d-805f-4fc5-bf60-c4d476c131b5
BlackTech,Malicious Link,T1204.001,User Execution,Instance: Instance Creation,attack-pattern--8c32eb4d-805f-4fc5-bf60-c4d476c131b5
BlackTech,Malicious Link,T1204.001,User Execution,Application Log: Application Log Content,attack-pattern--8c32eb4d-805f-4fc5-bf60-c4d476c131b5
BlackTech,Malicious Link,T1204.001,User Execution,Container: Container Creation,attack-pattern--8c32eb4d-805f-4fc5-bf60-c4d476c131b5
BlackTech,Malicious Link,T1204.001,User Execution,Image: Image Creation,attack-pattern--8c32eb4d-805f-4fc5-bf60-c4d476c131b5
BlackTech,Right-to-Left Override,T1036.002,Masquerading,Process: Process Metadata,attack-pattern--42e8de7b-37b2-4258-905a-6897815e58e0
BlackTech,Right-to-Left Override,T1036.002,Masquerading,Scheduled Job: Scheduled Job Modification,attack-pattern--42e8de7b-37b2-4258-905a-6897815e58e0
BlackTech,Right-to-Left Override,T1036.002,Masquerading,File: File Modification,attack-pattern--42e8de7b-37b2-4258-905a-6897815e58e0
BlackTech,Right-to-Left Override,T1036.002,Masquerading,Scheduled Job: Scheduled Job Metadata,attack-pattern--42e8de7b-37b2-4258-905a-6897815e58e0
BlackTech,Right-to-Left Override,T1036.002,Masquerading,Service: Service Creation,attack-pattern--42e8de7b-37b2-4258-905a-6897815e58e0
BlackTech,Right-to-Left Override,T1036.002,Masquerading,Service: Service Metadata,attack-pattern--42e8de7b-37b2-4258-905a-6897815e58e0
BlackTech,Right-to-Left Override,T1036.002,Masquerading,Command: Command Execution,attack-pattern--42e8de7b-37b2-4258-905a-6897815e58e0
BlackTech,Right-to-Left Override,T1036.002,Masquerading,File: File Metadata,attack-pattern--42e8de7b-37b2-4258-905a-6897815e58e0
BlackTech,Right-to-Left Override,T1036.002,Masquerading,Image: Image Metadata,attack-pattern--42e8de7b-37b2-4258-905a-6897815e58e0
Patchwork,Malicious File,T1204.002,User Execution,Network Traffic: Network Connection Creation,attack-pattern--8c32eb4d-805f-4fc5-bf60-c4d476c131b5
Patchwork,Malicious File,T1204.002,User Execution,Container: Container Start,attack-pattern--8c32eb4d-805f-4fc5-bf60-c4d476c131b5
Patchwork,Malicious File,T1204.002,User Execution,File: File Creation,attack-pattern--8c32eb4d-805f-4fc5-bf60-c4d476c131b5
Patchwork,Malicious File,T1204.002,User Execution,Command: Command Execution,attack-pattern--8c32eb4d-805f-4fc5-bf60-c4d476c131b5
Patchwork,Malicious File,T1204.002,User Execution,Network Traffic: Network Traffic Content,attack-pattern--8c32eb4d-805f-4fc5-bf60-c4d476c131b5
Patchwork,Malicious File,T1204.002,User Execution,Process: Process Creation,attack-pattern--8c32eb4d-805f-4fc5-bf60-c4d476c131b5
Patchwork,Malicious File,T1204.002,User Execution,Instance: Instance Start,attack-pattern--8c32eb4d-805f-4fc5-bf60-c4d476c131b5
Patchwork,Malicious File,T1204.002,User Execution,Instance: Instance Creation,attack-pattern--8c32eb4d-805f-4fc5-bf60-c4d476c131b5
Patchwork,Malicious File,T1204.002,User Execution,Application Log: Application Log Content,attack-pattern--8c32eb4d-805f-4fc5-bf60-c4d476c131b5
Patchwork,Malicious File,T1204.002,User Execution,Container: Container Creation,attack-pattern--8c32eb4d-805f-4fc5-bf60-c4d476c131b5
Patchwork,Malicious File,T1204.002,User Execution,Image: Image Creation,attack-pattern--8c32eb4d-805f-4fc5-bf60-c4d476c131b5
Patchwork,Archive Collected Data,T1560,Archive via Library,Script: Script Execution,attack-pattern--41868330-6ee2-4d0f-b743-9f2294c3c9b6
Patchwork,Archive Collected Data,T1560,Archive via Library,File: File Creation,attack-pattern--41868330-6ee2-4d0f-b743-9f2294c3c9b6
Patchwork,Archive Collected Data,T1560,Archive via Custom Method,File: File Creation,attack-pattern--143c0cbb-a297-4142-9624-87ffc778980b
Patchwork,Archive Collected Data,T1560,Archive via Custom Method,Script: Script Execution,attack-pattern--143c0cbb-a297-4142-9624-87ffc778980b
Patchwork,Archive Collected Data,T1560,Archive via Utility,File: File Creation,attack-pattern--00f90846-cbd1-4fc5-9233-df5c2bf2a662
Patchwork,Archive Collected Data,T1560,Archive via Utility,Process: Process Creation,attack-pattern--00f90846-cbd1-4fc5-9233-df5c2bf2a662
Patchwork,Archive Collected Data,T1560,Archive via Utility,Command: Command Execution,attack-pattern--00f90846-cbd1-4fc5-9233-df5c2bf2a662
Patchwork,Tool,T1588.002,Obtain Capabilities,Malware Repository: Malware Metadata,attack-pattern--ce0687a0-e692-4b77-964a-0784a8e54ff1
Patchwork,Tool,T1588.002,Obtain Capabilities,Malware Repository: Malware Content,attack-pattern--ce0687a0-e692-4b77-964a-0784a8e54ff1
Patchwork,Tool,T1588.002,Obtain Capabilities,Certificate: Certificate Registration,attack-pattern--ce0687a0-e692-4b77-964a-0784a8e54ff1
Patchwork,Tool,T1588.002,Obtain Capabilities,Internet Scan: Response Content,attack-pattern--ce0687a0-e692-4b77-964a-0784a8e54ff1
Patchwork,Dead Drop Resolver,T1102.001,Web Service,Network Traffic: Network Connection Creation,attack-pattern--830c9528-df21-472c-8c14-a036bf17d665
Patchwork,Dead Drop Resolver,T1102.001,Web Service,Network Traffic: Network Traffic Content,attack-pattern--830c9528-df21-472c-8c14-a036bf17d665
Patchwork,Dead Drop Resolver,T1102.001,Web Service,Network Traffic: Network Traffic Flow,attack-pattern--830c9528-df21-472c-8c14-a036bf17d665
Patchwork,Remote Desktop Protocol,T1021.001,Remote Services,Process: Process Creation,attack-pattern--54a649ff-439a-41a4-9856-8d144a2551ba
Patchwork,Remote Desktop Protocol,T1021.001,Remote Services,Logon Session: Logon Session Creation,attack-pattern--54a649ff-439a-41a4-9856-8d144a2551ba
Patchwork,Remote Desktop Protocol,T1021.001,Remote Services,Network Traffic: Network Connection Creation,attack-pattern--54a649ff-439a-41a4-9856-8d144a2551ba
Patchwork,Remote Desktop Protocol,T1021.001,Remote Services,Module: Module Load,attack-pattern--54a649ff-439a-41a4-9856-8d144a2551ba
Patchwork,Remote Desktop Protocol,T1021.001,Remote Services,Network Traffic: Network Traffic Flow,attack-pattern--54a649ff-439a-41a4-9856-8d144a2551ba
Patchwork,Remote Desktop Protocol,T1021.001,Remote Services,Command: Command Execution,attack-pattern--54a649ff-439a-41a4-9856-8d144a2551ba
Patchwork,Remote Desktop Protocol,T1021.001,Remote Services,Network Share: Network Share Access,attack-pattern--54a649ff-439a-41a4-9856-8d144a2551ba
Patchwork,Spearphishing Link,T1566.002,Phishing,Application Log: Application Log Content,attack-pattern--a62a8db3-f23a-4d8f-afd6-9dbc77e7813b
Patchwork,Spearphishing Link,T1566.002,Phishing,File: File Creation,attack-pattern--a62a8db3-f23a-4d8f-afd6-9dbc77e7813b
Patchwork,Spearphishing Link,T1566.002,Phishing,Network Traffic: Network Traffic Content,attack-pattern--a62a8db3-f23a-4d8f-afd6-9dbc77e7813b
Patchwork,Spearphishing Link,T1566.002,Phishing,Network Traffic: Network Traffic Flow,attack-pattern--a62a8db3-f23a-4d8f-afd6-9dbc77e7813b
Patchwork,PowerShell,T1059.001,Command and Scripting Interpreter,Module: Module Load,attack-pattern--7385dfaf-6886-4229-9ecd-6fd678040830
Patchwork,PowerShell,T1059.001,Command and Scripting Interpreter,Process: Process Metadata,attack-pattern--7385dfaf-6886-4229-9ecd-6fd678040830
Patchwork,PowerShell,T1059.001,Command and Scripting Interpreter,Command: Command Execution,attack-pattern--7385dfaf-6886-4229-9ecd-6fd678040830
Patchwork,PowerShell,T1059.001,Command and Scripting Interpreter,Process: Process Creation,attack-pattern--7385dfaf-6886-4229-9ecd-6fd678040830
Patchwork,PowerShell,T1059.001,Command and Scripting Interpreter,Script: Script Execution,attack-pattern--7385dfaf-6886-4229-9ecd-6fd678040830
Patchwork,Dynamic Data Exchange,T1559.002,Inter-Process Communication,Process: Process Access,attack-pattern--acd0ba37-7ba9-4cc5-ac61-796586cd856d
Patchwork,Dynamic Data Exchange,T1559.002,Inter-Process Communication,Module: Module Load,attack-pattern--acd0ba37-7ba9-4cc5-ac61-796586cd856d
Patchwork,Dynamic Data Exchange,T1559.002,Inter-Process Communication,Process: Process Creation,attack-pattern--acd0ba37-7ba9-4cc5-ac61-796586cd856d
Patchwork,Dynamic Data Exchange,T1559.002,Inter-Process Communication,Script: Script Execution,attack-pattern--acd0ba37-7ba9-4cc5-ac61-796586cd856d
Patchwork,Process Hollowing,T1055.012,Process Injection,File: File Modification,attack-pattern--43e7dc91-05b2-474c-b9ac-2ed4fe101f4d
Patchwork,Process Hollowing,T1055.012,Process Injection,File: File Metadata,attack-pattern--43e7dc91-05b2-474c-b9ac-2ed4fe101f4d
Patchwork,Process Hollowing,T1055.012,Process Injection,Module: Module Load,attack-pattern--43e7dc91-05b2-474c-b9ac-2ed4fe101f4d
Patchwork,Process Hollowing,T1055.012,Process Injection,Process: Process Access,attack-pattern--43e7dc91-05b2-474c-b9ac-2ed4fe101f4d
Patchwork,Process Hollowing,T1055.012,Process Injection,Process: OS API Execution,attack-pattern--43e7dc91-05b2-474c-b9ac-2ed4fe101f4d
Patchwork,Process Hollowing,T1055.012,Process Injection,Process: Process Modification,attack-pattern--43e7dc91-05b2-474c-b9ac-2ed4fe101f4d
Patchwork,Process Hollowing,T1055.012,Process Injection,Process: Process Metadata,attack-pattern--43e7dc91-05b2-474c-b9ac-2ed4fe101f4d
Patchwork,Windows Command Shell,T1059.003,Command and Scripting Interpreter,Module: Module Load,attack-pattern--7385dfaf-6886-4229-9ecd-6fd678040830
Patchwork,Windows Command Shell,T1059.003,Command and Scripting Interpreter,Process: Process Metadata,attack-pattern--7385dfaf-6886-4229-9ecd-6fd678040830
Patchwork,Windows Command Shell,T1059.003,Command and Scripting Interpreter,Command: Command Execution,attack-pattern--7385dfaf-6886-4229-9ecd-6fd678040830
Patchwork,Windows Command Shell,T1059.003,Command and Scripting Interpreter,Process: Process Creation,attack-pattern--7385dfaf-6886-4229-9ecd-6fd678040830
Patchwork,Windows Command Shell,T1059.003,Command and Scripting Interpreter,Script: Script Execution,attack-pattern--7385dfaf-6886-4229-9ecd-6fd678040830
Patchwork,File Deletion,T1070.004,Indicator Removal,User Account: User Account Authentication,attack-pattern--799ace7f-e227-4411-baa0-8868704f2a69
Patchwork,File Deletion,T1070.004,Indicator Removal,File: File Modification,attack-pattern--799ace7f-e227-4411-baa0-8868704f2a69
Patchwork,File Deletion,T1070.004,Indicator Removal,Windows Registry: Windows Registry Key Modification,attack-pattern--799ace7f-e227-4411-baa0-8868704f2a69
Patchwork,File Deletion,T1070.004,Indicator Removal,User Account: User Account Deletion,attack-pattern--799ace7f-e227-4411-baa0-8868704f2a69
Patchwork,File Deletion,T1070.004,Indicator Removal,Process: OS API Execution,attack-pattern--799ace7f-e227-4411-baa0-8868704f2a69
Patchwork,File Deletion,T1070.004,Indicator Removal,Windows Registry: Windows Registry Key Deletion,attack-pattern--799ace7f-e227-4411-baa0-8868704f2a69
Patchwork,File Deletion,T1070.004,Indicator Removal,Scheduled Job: Scheduled Job Modification,attack-pattern--799ace7f-e227-4411-baa0-8868704f2a69
Patchwork,File Deletion,T1070.004,Indicator Removal,Application Log: Application Log Content,attack-pattern--799ace7f-e227-4411-baa0-8868704f2a69
Patchwork,File Deletion,T1070.004,Indicator Removal,Network Traffic: Network Traffic Content,attack-pattern--799ace7f-e227-4411-baa0-8868704f2a69
Patchwork,File Deletion,T1070.004,Indicator Removal,Process: Process Creation,attack-pattern--799ace7f-e227-4411-baa0-8868704f2a69
Patchwork,File Deletion,T1070.004,Indicator Removal,File: File Deletion,attack-pattern--799ace7f-e227-4411-baa0-8868704f2a69
Patchwork,File Deletion,T1070.004,Indicator Removal,Firewall: Firewall Rule Modification,attack-pattern--799ace7f-e227-4411-baa0-8868704f2a69
Patchwork,File Deletion,T1070.004,Indicator Removal,File: File Metadata,attack-pattern--799ace7f-e227-4411-baa0-8868704f2a69
Patchwork,File Deletion,T1070.004,Indicator Removal,Command: Command Execution,attack-pattern--799ace7f-e227-4411-baa0-8868704f2a69
Patchwork,DLL Side-Loading,T1574.002,Hijack Execution Flow,Service: Service Metadata,attack-pattern--aedfca76-3b30-4866-b2aa-0f1d7fd1e4b6
Patchwork,DLL Side-Loading,T1574.002,Hijack Execution Flow,Command: Command Execution,attack-pattern--aedfca76-3b30-4866-b2aa-0f1d7fd1e4b6
Patchwork,DLL Side-Loading,T1574.002,Hijack Execution Flow,File: File Modification,attack-pattern--aedfca76-3b30-4866-b2aa-0f1d7fd1e4b6
Patchwork,DLL Side-Loading,T1574.002,Hijack Execution Flow,Process: Process Creation,attack-pattern--aedfca76-3b30-4866-b2aa-0f1d7fd1e4b6
Patchwork,DLL Side-Loading,T1574.002,Hijack Execution Flow,Module: Module Load,attack-pattern--aedfca76-3b30-4866-b2aa-0f1d7fd1e4b6
Patchwork,DLL Side-Loading,T1574.002,Hijack Execution Flow,File: File Creation,attack-pattern--aedfca76-3b30-4866-b2aa-0f1d7fd1e4b6
Patchwork,DLL Side-Loading,T1574.002,Hijack Execution Flow,Windows Registry: Windows Registry Key Modification,attack-pattern--aedfca76-3b30-4866-b2aa-0f1d7fd1e4b6
Patchwork,Code Signing Certificates,T1587.002,Develop Capabilities,Malware Repository: Malware Content,attack-pattern--edadea33-549c-4ed1-9783-8f5a5853cbdf
Patchwork,Code Signing Certificates,T1587.002,Develop Capabilities,Internet Scan: Response Content,attack-pattern--edadea33-549c-4ed1-9783-8f5a5853cbdf
Patchwork,Code Signing Certificates,T1587.002,Develop Capabilities,Malware Repository: Malware Metadata,attack-pattern--edadea33-549c-4ed1-9783-8f5a5853cbdf
Patchwork,Spearphishing Attachment,T1566.001,Phishing,Application Log: Application Log Content,attack-pattern--a62a8db3-f23a-4d8f-afd6-9dbc77e7813b
Patchwork,Spearphishing Attachment,T1566.001,Phishing,File: File Creation,attack-pattern--a62a8db3-f23a-4d8f-afd6-9dbc77e7813b
Patchwork,Spearphishing Attachment,T1566.001,Phishing,Network Traffic: Network Traffic Content,attack-pattern--a62a8db3-f23a-4d8f-afd6-9dbc77e7813b
Patchwork,Spearphishing Attachment,T1566.001,Phishing,Network Traffic: Network Traffic Flow,attack-pattern--a62a8db3-f23a-4d8f-afd6-9dbc77e7813b
Patchwork,Malicious Link,T1204.001,User Execution,Network Traffic: Network Connection Creation,attack-pattern--8c32eb4d-805f-4fc5-bf60-c4d476c131b5
Patchwork,Malicious Link,T1204.001,User Execution,Container: Container Start,attack-pattern--8c32eb4d-805f-4fc5-bf60-c4d476c131b5
Patchwork,Malicious Link,T1204.001,User Execution,File: File Creation,attack-pattern--8c32eb4d-805f-4fc5-bf60-c4d476c131b5
Patchwork,Malicious Link,T1204.001,User Execution,Command: Command Execution,attack-pattern--8c32eb4d-805f-4fc5-bf60-c4d476c131b5
Patchwork,Malicious Link,T1204.001,User Execution,Network Traffic: Network Traffic Content,attack-pattern--8c32eb4d-805f-4fc5-bf60-c4d476c131b5
Patchwork,Malicious Link,T1204.001,User Execution,Process: Process Creation,attack-pattern--8c32eb4d-805f-4fc5-bf60-c4d476c131b5
Patchwork,Malicious Link,T1204.001,User Execution,Instance: Instance Start,attack-pattern--8c32eb4d-805f-4fc5-bf60-c4d476c131b5
Patchwork,Malicious Link,T1204.001,User Execution,Instance: Instance Creation,attack-pattern--8c32eb4d-805f-4fc5-bf60-c4d476c131b5
Patchwork,Malicious Link,T1204.001,User Execution,Application Log: Application Log Content,attack-pattern--8c32eb4d-805f-4fc5-bf60-c4d476c131b5
Patchwork,Malicious Link,T1204.001,User Execution,Container: Container Creation,attack-pattern--8c32eb4d-805f-4fc5-bf60-c4d476c131b5
Patchwork,Malicious Link,T1204.001,User Execution,Image: Image Creation,attack-pattern--8c32eb4d-805f-4fc5-bf60-c4d476c131b5
Patchwork,Bypass User Account Control,T1548.002,Abuse Elevation Control Mechanism,Process: Process Creation,attack-pattern--67720091-eee3-4d2d-ae16-8264567f6f5b
Patchwork,Bypass User Account Control,T1548.002,Abuse Elevation Control Mechanism,File: File Metadata,attack-pattern--67720091-eee3-4d2d-ae16-8264567f6f5b
Patchwork,Bypass User Account Control,T1548.002,Abuse Elevation Control Mechanism,Process: OS API Execution,attack-pattern--67720091-eee3-4d2d-ae16-8264567f6f5b
Patchwork,Bypass User Account Control,T1548.002,Abuse Elevation Control Mechanism,File: File Modification,attack-pattern--67720091-eee3-4d2d-ae16-8264567f6f5b
Patchwork,Bypass User Account Control,T1548.002,Abuse Elevation Control Mechanism,Windows Registry: Windows Registry Key Modification,attack-pattern--67720091-eee3-4d2d-ae16-8264567f6f5b
